bedrooms,bathrooms,toilets,parking_space,type,town,state,geo_zone,GDP_per_capital,total_crime,price_wins
3,4,4,3,Semi Detached Bungalow,Idu Industrial,Abuja,North Central,1292.0,5382,13000000.0
5,5,6,6,Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,91000000.0
3,5,4,4,Semi Detached Duplex,Mowe Ofada,Ogun,South West,2024.0,1601,40000000.0
5,5,6,8,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,100000000.0
4,4,5,4,Terraced Duplexes,Wuye,Abuja,North Central,1292.0,5382,45000000.0
6,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,350000000.0
3,3,4,3,Block of Flats,Lekki,Lagos,South West,6614.0,50975,145000000.0
3,3,4,4,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,60000000.0
6,6,7,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,5,6,1,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,5,5,4,Terraced Duplexes,Gwarinpa,Abuja,North Central,1292.0,5382,27000000.0
3,5,5,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,80000000.0
4,6,6,1,Detached Duplex,Lokogoma District,Abuja,North Central,1292.0,5382,85000000.0
4,4,5,4,Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,150000000.0
4,4,5,2,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,48000000.0
3,3,3,3,Detached Bungalow,Ipaja,Lagos,South West,6614.0,50975,13000000.0
8,4,8,8,Semi Detached Duplex,Lugbe District,Abuja,North Central,1292.0,5382,60000000.0
4,4,4,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,72000000.0
4,4,5,5,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,370000000.0
1,1,1,3,Block of Flats,Owerri Municipal,Imo,South East,2996.0,1590,100000000.0
2,2,3,4,Block of Flats,Ajah,Lagos,South West,6614.0,50975,19900000.0
5,5,6,4,Detached Duplex,Kado,Abuja,North Central,1292.0,5382,140000000.0
7,9,8,1,Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,150000000.0
2,2,2,2,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,14500000.0
4,5,5,4,Terraced Duplexes,Oluyole,Oyo,South West,980.0,2969,45000000.0
7,5,5,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,220000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,50000000.0
5,5,5,4,Terraced Bungalow,Ikorodu,Lagos,South West,6614.0,50975,22000000.0
5,5,6,3,Terraced Duplexes,Life Camp,Abuja,North Central,1292.0,5382,35000000.0
4,5,6,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,57000000.0
5,5,6,1,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,60000000.0
1,1,1,1,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,150000000.0
3,3,4,8,Block of Flats,Ikeja,Lagos,South West,6614.0,50975,36000000.0
3,3,4,4,Detached Bungalow,Lugbe District,Abuja,North Central,1292.0,5382,38000000.0
5,5,6,6,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,65000000.0
6,6,7,4,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,155000000.0
5,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
6,6,6,1,Detached Duplex,Isolo,Lagos,South West,6614.0,50975,250000000.0
4,5,5,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,85000000.0
8,5,5,4,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
4,4,4,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,63000000.0
3,3,4,3,Block of Flats,Lekki,Lagos,South West,6614.0,50975,42000000.0
4,6,6,4,Semi Detached Duplex,Magodo,Lagos,South West,6614.0,50975,65000000.0
4,4,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,4,4,4,Terraced Bungalow,Lekki,Lagos,South West,6614.0,50975,35000000.0
3,4,4,5,Semi Detached Bungalow,Wuse,Abuja,North Central,1292.0,5382,90000000.0
4,1,1,8,Block of Flats,Yaba,Lagos,South West,6614.0,50975,85000000.0
5,5,4,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,105000000.0
3,3,4,4,Terraced Duplexes,Ajah,Lagos,South West,6614.0,50975,33000000.0
5,5,6,4,Terraced Bungalow,Victoria Island (VI),Lagos,South West,6614.0,50975,195000000.0
6,7,8,1,Detached Bungalow,Agbara-Igbesa,Lagos,South West,6614.0,50975,75000000.0
5,5,6,5,Detached Duplex,Surulere,Lagos,South West,6614.0,50975,330000000.0
3,4,5,6,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,20000000.0
4,5,7,3,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,65000000.0
4,5,6,3,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,75000000.0
5,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,5,6,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,125000000.0
4,5,5,4,Block of Flats,Magodo,Lagos,South West,6614.0,50975,300000000.0
3,4,4,4,Detached Bungalow,Lugbe District,Abuja,North Central,1292.0,5382,35000000.0
2,2,3,4,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,21000000.0
4,2,2,3,Detached Bungalow,Ipaja,Lagos,South West,6614.0,50975,13000000.0
3,3,4,2,Block of Flats,Surulere,Lagos,South West,6614.0,50975,90000000.0
4,5,6,3,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,45000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,87000000.0
5,8,5,4,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,75000000.0
4,5,4,5,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,75000000.0
4,5,5,2,Semi Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,110000000.0
4,4,5,1,Semi Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,95000000.0
5,5,5,4,Block of Flats,Oke-Odo,Lagos,South West,6614.0,50975,20000000.0
4,5,5,5,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,65000000.0
2,2,2,1,Detached Duplex,Ifako-Ijaiye,Lagos,South West,6614.0,50975,37000000.0
6,5,5,4,Detached Duplex,Ojo,Lagos,South West,6614.0,50975,20000000.0
4,4,5,5,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,58000000.0
5,5,5,4,Detached Duplex,Karmo,Abuja,North Central,1292.0,5382,45000000.0
5,6,6,8,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,330000000.0
7,7,8,4,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,250000000.0
3,3,4,4,Detached Bungalow,Kubwa,Abuja,North Central,1292.0,5382,27000000.0
3,4,4,5,Detached Bungalow,Kubwa,Abuja,North Central,1292.0,5382,35000000.0
5,5,6,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,270000000.0
4,4,5,4,Detached Duplex,Agege,Lagos,South West,6614.0,50975,65000000.0
5,6,7,1,Detached Duplex,Isheri North,Ogun,South West,2024.0,1601,95000000.0
4,4,5,5,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
3,5,5,4,Terraced Bungalow,Ikot Ekpene,Akwa Ibom,South South,2962.0,1673,82000000.0
6,6,7,6,Detached Duplex,Ibadan,Oyo,South West,980.0,2969,65000000.0
3,3,4,4,Semi Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,16000000.0
4,4,4,4,Detached Bungalow,Oredo,Edo,South South,2038.0,1729,20000000.0
5,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,5,6,1,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
5,6,6,4,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,6,6,4,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,260000000.0
3,4,4,1,Detached Bungalow,Ikorodu,Lagos,South West,6614.0,50975,13000000.0
4,4,5,3,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,73000000.0
5,5,6,4,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,250000000.0
3,4,4,4,Block of Flats,Ikoyi,Lagos,South West,6614.0,50975,210000000.0
5,6,7,3,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,95000000.0
3,3,4,4,Semi Detached Duplex,Ibeju Lekki,Lagos,South West,6614.0,50975,35000000.0
4,5,5,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,60000000.0
8,8,9,4,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,200000000.0
5,5,6,1,Terraced Duplexes,Ikotun,Lagos,South West,6614.0,50975,65000000.0
3,3,4,3,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,46000000.0
4,4,5,3,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,92000000.0
2,2,2,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,35000000.0
1,5,5,4,Block of Flats,Victoria Island (VI),Lagos,South West,6614.0,50975,650000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,235000000.0
7,7,8,5,Detached Duplex,Lokogoma District,Abuja,North Central,1292.0,5382,70000000.0
3,4,4,4,Detached Bungalow,Ibadan,Oyo,South West,980.0,2969,13000000.0
2,5,5,4,Detached Bungalow,Alimosho,Lagos,South West,6614.0,50975,13500000.0
4,5,5,5,Terraced Duplexes,Durumi,Abuja,North Central,1292.0,5382,650000000.0
4,5,5,4,Detached Bungalow,Port Harcourt,Rivers,South South,2277.0,1570,28000000.0
5,5,6,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,5,6,4,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,275000000.0
5,6,7,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,85000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,370000000.0
6,5,5,4,Detached Duplex,Isolo,Lagos,South West,6614.0,50975,70000000.0
5,6,6,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,53000000.0
3,3,4,4,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,22000000.0
4,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,350000000.0
5,5,6,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,185000000.0
2,5,5,5,Detached Bungalow,Ifako-Ijaiye,Lagos,South West,6614.0,50975,13000000.0
4,4,4,4,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,110000000.0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,180000000.0
3,3,4,3,Block of Flats,Utako,Abuja,North Central,1292.0,5382,45000000.0
3,3,4,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,35000000.0
3,3,4,3,Semi Detached Duplex,Magodo,Lagos,South West,6614.0,50975,82000000.0
4,4,5,3,Semi Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,60000000.0
4,6,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,60000000.0
3,5,5,4,Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,19000000.0
4,4,4,4,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,55000000.0
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,85000000.0
4,4,5,3,Terraced Bungalow,Lekki,Lagos,South West,6614.0,50975,45000000.0
4,5,5,4,Block of Flats,Owerri Municipal,Imo,South East,2996.0,1590,45000000.0
4,4,5,3,Semi Detached Bungalow,Lekki,Lagos,South West,6614.0,50975,65000000.0
3,3,4,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,28000000.0
5,5,5,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,190000000.0
4,4,5,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,58000000.0
4,5,5,3,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,44000000.0
4,4,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,230000000.0
5,5,5,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,94000000.0
5,6,6,1,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
7,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,270000000.0
5,5,6,8,Detached Duplex,Enugu,Enugu,South East,690.0,2171,65000000.0
6,6,7,1,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,650000000.0
4,5,6,8,Detached Bungalow,Ikorodu,Lagos,South West,6614.0,50975,27000000.0
6,6,7,1,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,550000000.0
6,7,8,6,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
2,2,2,4,Terraced Bungalow,Mowe Ofada,Ogun,South West,2024.0,1601,13000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,290000000.0
4,4,4,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,83000000.0
4,5,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,85000000.0
3,3,3,2,Detached Bungalow,Ifo,Ogun,South West,2024.0,1601,32000000.0
4,5,5,3,Terraced Duplexes,Ajah,Lagos,South West,6614.0,50975,50000000.0
5,6,7,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,110000000.0
4,3,3,4,Block of Flats,Ibadan,Oyo,South West,980.0,2969,45000000.0
5,4,4,4,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,350000000.0
3,5,5,4,Detached Bungalow,Gaduwa,Abuja,North Central,1292.0,5382,40000000.0
4,4,4,4,Detached Duplex,Maryland,Lagos,South West,6614.0,50975,120000000.0
3,3,4,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,650000000.0
3,5,5,4,Detached Duplex,Ifako-Ijaiye,Lagos,South West,6614.0,50975,27500000.0
3,3,3,2,Detached Bungalow,Abeokuta South,Ogun,South West,2024.0,1601,13000000.0
3,3,4,6,Semi Detached Bungalow,Lokogoma District,Abuja,North Central,1292.0,5382,35000000.0
7,5,1,2,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,270000000.0
4,4,4,1,Terraced Duplexes,Enugu,Enugu,South East,690.0,2171,30000000.0
5,5,6,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,13000000.0
3,3,4,2,Block of Flats,Lekki,Lagos,South West,6614.0,50975,37000000.0
4,4,5,8,Semi Detached Duplex,Maryland,Lagos,South West,6614.0,50975,190000000.0
6,6,7,6,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,150000000.0
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,North Central,1292.0,5382,105000000.0
6,7,8,1,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,250000000.0
4,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
6,5,5,4,Detached Duplex,Oredo,Edo,South South,2038.0,1729,50000000.0
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,650000000.0
5,4,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,180000000.0
6,5,5,4,Detached Duplex,Isheri North,Lagos,South West,6614.0,50975,35000000.0
5,5,6,4,Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,200000000.0
5,5,5,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,225000000.0
4,3,4,7,Detached Bungalow,Lugbe District,Abuja,North Central,1292.0,5382,40000000.0
3,4,5,2,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,42000000.0
4,4,5,5,Detached Duplex,Kubwa,Abuja,North Central,1292.0,5382,41500000.0
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,125000000.0
4,4,5,4,Detached Bungalow,Owerri Municipal,Imo,South East,2996.0,1590,14000000.0
6,6,7,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,240000000.0
4,5,5,4,Block of Flats,Owerri Municipal,Imo,South East,2996.0,1590,35000000.0
5,5,5,4,Detached Duplex,Gaduwa,Abuja,North Central,1292.0,5382,75000000.0
4,4,5,6,Detached Bungalow,Magodo,Lagos,South West,6614.0,50975,72000000.0
5,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,135000000.0
4,5,5,6,Terraced Duplexes,Jahi,Abuja,North Central,1292.0,5382,120000000.0
5,8,5,5,Detached Duplex,Ibadan,Oyo,South West,980.0,2969,50000000.0
6,7,7,5,Detached Duplex,Owerri Municipal,Imo,South East,2996.0,1590,250000000.0
3,3,3,8,Detached Bungalow,Agege,Lagos,South West,6614.0,50975,15000000.0
2,2,2,3,Semi Detached Bungalow,Kuje,Abuja,North Central,1292.0,5382,13000000.0
3,4,4,4,Detached Bungalow,Galadimawa,Abuja,North Central,1292.0,5382,35000000.0
5,5,5,7,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,85000000.0
2,3,3,1,Block of Flats,Lekki,Lagos,South West,6614.0,50975,18000000.0
4,4,5,4,Detached Bungalow,Agege,Lagos,South West,6614.0,50975,55000000.0
4,4,4,1,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,75000000.0
4,5,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,73000000.0
5,5,6,8,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,91000000.0
3,3,4,6,Block of Flats,Lekki,Lagos,South West,6614.0,50975,35000000.0
5,5,5,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
5,6,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,72000000.0
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,South West,6614.0,50975,44000000.0
4,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,South West,6614.0,50975,25000000.0
2,2,2,4,Block of Flats,Ipaja,Lagos,South West,6614.0,50975,22000000.0
4,4,5,2,Terraced Duplexes,Victoria Island (VI),Lagos,South West,6614.0,50975,160000000.0
5,5,6,4,Terraced Duplexes,Ikoyi,Lagos,South West,6614.0,50975,550000000.0
6,6,7,5,Detached Duplex,Ogudu,Lagos,South West,6614.0,50975,198000000.0
7,5,5,4,Detached Duplex,Life Camp,Abuja,North Central,1292.0,5382,100000000.0
3,3,4,4,Block of Flats,Shomolu,Lagos,South West,6614.0,50975,250000000.0
5,5,6,1,Detached Duplex,Asokoro District,Abuja,North Central,1292.0,5382,650000000.0
4,5,5,4,Semi Detached Duplex,Enugu,Enugu,South East,690.0,2171,110000000.0
4,4,5,8,Detached Duplex,Magboro,Ogun,South West,2024.0,1601,17000000.0
5,5,5,4,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,450000000.0
7,8,9,8,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,50000000.0
4,4,5,4,Semi Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,600000000.0
5,5,6,8,Detached Duplex,Guzape District,Abuja,North Central,1292.0,5382,350000000.0
5,6,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,270000000.0
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,67000000.0
3,3,3,2,Terraced Bungalow,Maitama District,Abuja,North Central,1292.0,5382,75000000.0
4,4,5,6,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,45000000.0
4,5,5,3,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,270000000.0
4,5,5,4,Semi Detached Duplex,Mbora (Nbora),Abuja,North Central,1292.0,5382,42000000.0
5,5,6,4,Detached Duplex,Agege,Lagos,South West,6614.0,50975,35000000.0
4,4,5,5,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,45000000.0
4,4,5,2,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,65000000.0
2,2,2,4,Block of Flats,Owerri West,Imo,South East,2996.0,1590,30000000.0
5,6,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,100000000.0
5,5,6,5,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,60000000.0
8,8,1,1,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
4,4,5,3,Semi Detached Duplex,Kado,Abuja,North Central,1292.0,5382,75000000.0
3,3,4,3,Detached Bungalow,Mowe Town,Ogun,South West,2024.0,1601,17500000.0
4,4,5,3,Semi Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,420000000.0
5,5,6,4,Semi Detached Duplex,Victoria Island (VI),Lagos,South West,6614.0,50975,210000000.0
5,5,6,5,Detached Duplex,Magodo,Lagos,South West,6614.0,50975,170000000.0
4,5,5,6,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,42000000.0
4,4,5,2,Terraced Duplexes,Durumi,Abuja,North Central,1292.0,5382,70000000.0
4,5,5,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,55000000.0
5,6,6,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,105000000.0
5,5,5,4,Detached Duplex,Ajah,Lagos,South West,6614.0,50975,105000000.0
4,4,5,5,Terraced Duplexes,Karmo,Abuja,North Central,1292.0,5382,48000000.0
5,6,6,6,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,305000000.0
4,5,5,4,Detached Bungalow,Ibadan North,Oyo,South West,980.0,2969,15000000.0
5,5,6,4,Semi Detached Duplex,Jabi,Abuja,North Central,1292.0,5382,350000000.0
4,5,5,4,Block of Flats,Ikeja,Lagos,South West,6614.0,50975,90000000.0
4,5,5,4,Block of Flats,Ipaja,Lagos,South West,6614.0,50975,30000000.0
7,6,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,150000000.0
3,3,4,3,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,120000000.0
6,6,7,1,Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,100000000.0
6,5,5,4,Detached Bungalow,Ikeja,Lagos,South West,6614.0,50975,75000000.0
5,6,7,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,135000000.0
5,5,5,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,150000000.0
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,76000000.0
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,42000000.0
4,4,5,8,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,75000000.0
6,6,6,8,Detached Duplex,Ibadan,Oyo,South West,980.0,2969,25000000.0
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,North Central,1292.0,5382,130000000.0
5,5,6,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,65000000.0
6,5,5,4,Detached Bungalow,Ketu,Lagos,South West,6614.0,50975,22000000.0
5,5,6,4,Detached Duplex,Enugu,Enugu,South East,690.0,2171,70000000.0
2,3,4,4,Terraced Duplexes,Lekki,Lagos,South West,6614.0,50975,25000000.0
4,4,5,8,Semi Detached Duplex,Apo,Abuja,North Central,1292.0,5382,160000000.0
4,5,5,5,Semi Detached Duplex,Port Harcourt,Rivers,South South,2277.0,1570,80000000.0
3,3,4,3,Terraced Duplexes,Kubwa,Abuja,North Central,1292.0,5382,27500000.0
5,5,6,4,Detached Duplex,Ojodu,Lagos,South West,6614.0,50975,110000000.0
3,3,4,2,Block of Flats,Gbagada,Lagos,South West,6614.0,50975,37000000.0
3,3,4,3,Block of Flats,Lekki,Lagos,South West,6614.0,50975,39000000.0
4,4,5,4,Semi Detached Duplex,Kubwa,Abuja,North Central,1292.0,5382,31500000.0
5,6,7,5,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,130000000.0
3,5,5,4,Detached Duplex,Lekki,Lagos,South West,6614.0,50975,110000000.0
4,5,5,3,Semi Detached Bungalow,Ajah,Lagos,South West,6614.0,50975,36000000.0
7,7,8,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,650000000.0
4,4,5,4,Detached Duplex,Ikeja,Lagos,South West,6614.0,50975,37000000.0
2,5,5,4,Detached Bungalow,Kaduna North,Kaduna,North West,1112.0,1083,13000000.0
3,5,5,4,Block of Flats,Victoria Island (VI),Lagos,South West,6614.0,50975,170000000.0
5,5,5,5,Detached Duplex,Abeokuta South,Ogun,South West,2024.0,1601,90000000.0
7,5,5,4,Detached Duplex,Alimosho,Lagos,South West,6614.0,50975,25000000.0
4,4,5,5,Terraced Duplexes,Kado,Abuja,North Central,1292.0,5382,105000000.0
5,5,6,6,Detached Duplex,Karmo,Abuja,North Central,1292.0,5382,65000000.0
5,5,5,4,Detached Duplex,Katampe,Abuja,North Central,1292.0,5382,190000000.0
5,5,6,4,Detached Duplex,Ikoyi,Lagos,South West,6614.0,50975,650000000.0
7,8,8,4,Detached Duplex,Maitama District,Abuja,North Central,1292.0,5382,600000000.0
2,5,3,4,Block of Flats,Lekki,Lagos,South West,6614.0,50975,60000000.0
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,South West,6614.0,50975,95000000.0
